Name,Family,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. throws,Skills,Weaknesses,Resistances,Damage Immunities,Condition Immunities,Senses,Languages,CR,Features,Source
Lizard King/Queen,,Medium,humanoid,chotic evil,15,78,"30 ft., swim 30 ft.",17,12,15,11,11,15,"Con, Wis","Perception, Stealth, Survival",,,,frightened,darkvision 60 ft.,"Abyssal, Draconic",4,"Hold Breath, Skewer",Monster Manual
Lizardfolk,,Medium,humanoid,neutral,15,22,"30 ft., swim 30 ft.",15,10,13,7,12,7,,"Perception, Stealth, Survival",,,,,,Draconic,2-Jan,Hold Breath,Monster Manual
Lizardfolk Shaman,,Medium,humanoid,neutral,13,27,"30 ft., swim 30 ft.",15,10,13,10,15,8,,"Perception, Stealth, Survival",,,,,,Draconic,2,"Hold Breath, Normal Spellcasting",Monster Manual
Werebear,Lycanthrope,Medium,humanoid,neutral good,11,135,"40 ft., climb 30 ft.",19,10,17,11,12,12,,Perception,,,"nonmagical, nonsilvered",,,Common,5,"Shapechanger, Keen Smell",Monster Manual
Wereboar,Lycanthrope,Medium,humanoid,neutral evil,11,78,40 ft.,17,10,15,10,11,8,,Perception,,,"nonmagical, nonsilvered",,,Common,4,"Shapechanger, Charge, Relentless",Monster Manual
Wererat,Lycanthrope,Medium,humanoid,lawful evil,12,33,30 ft.,10,15,12,11,10,8,,"Perception, Stealth",,,"nonmagical, nonsilvered",,darkvision 60 ft.,Common,2,"Shapechanger, Keen Smell",Monster Manual
Wereraven,Lycanthrope,Medium,"humanoid (human, shapechanger)",lawful good,12,31,30 ft.,10,15,11,13,15,14,,"Insight, Perception",,,"nonmagical, nonsilvered",,,Common,2,"Shapechanger, Mimicry",Curse of Strahd
Weretiger,Lycanthrope,Medium,humanoid,neutral,12,120,40 ft.,17,15,16,10,13,11,,"Perception, Stealth",,,"nonmagical, nonsilvered",,darkvision 60 ft.,Common,4,"Shapechanger, Keen Hearing, Keen Smell, Pounce",Monster Manual
Werewolf,Lycanthrope,Medium,humanoid,chotic evil,12,58,40 ft.,15,13,14,10,11,10,,"Perception, Stealth",,,"nonmagical, nonsilvered",,,Common,3,"Shapechanger, Keen Hearing, Keen Smell",Monster Manual
Magmin,,Small,elemental,chaotic neutral,14,9,30 ft.,7,15,12,8,11,10,,,,nonmagical,fire,,darkvision 60 ft.,Ignan,2-Jan,"Death Burst, Ignited Illumination",Monster Manual
Manticore,,Large,monstrosity,lawful evil,14,68,"30 ft., fly 50 ft.",17,16,17,7,12,8,,,,,,,darkvision 60 ft.,Common,3,Tail Spike Regrowth,Monster Manual
Mantrap,,Large,plant,unaligned,12,45,5 ft.,15,14,12,1,10,2,,,,,,"blinded, deafened, exhaustion, prone",tremorsense 30 ft.,,1,"Attractive Pollen, False Appearance",Tomb of Annihilation
Meazel,,Medium,humanoid (meazel),neutral evil,13,35,30 ft.,8,17,9,14,13,10,,"Perception, Stealth",,,,,darkvision 120 ft.,Common,1,Shadow Stealth,Mordenkainen's Tome of Foes
Medusa,,Medium,monstrosity,lawful evil,15,127,30 ft.,10,15,16,12,13,15,,"Deception, Insight, Perception, Stealth",,,,,darkvision 60 ft.,Common,6,Petrifying Gaze,Monster Manual
Meenlock,,Small,fey,neutral evil,15,31,30 ft.,7,15,12,11,10,8,,"Perception, Stealth, Survival",,,,frightened,darkvision 120 ft.,Telepathy 120,2,"Fear Aura, Light Sensitivity, Shadow Teleport",Volo's Guide to Monsters
Dust Mephit,Mephit,Small,elemental,neutral evil,12,17,"30 ft., fly 30 ft.",5,14,10,9,11,10,,"Perception, Stealth",fire,,poison,poisoned,darkvision 60 ft.,"Auran, Terran",2-Jan,"Death Burst, Innate Spellcasting",Monster Manual
Ice Mephit,Mephit,Small,elemental,neutral evil,11,21,"30 ft., fly 30 ft.",7,13,10,9,11,12,,"Perception, Stealth","bludgeoning, fire",,"cold, poison",poisoned,darkvision 60 ft.,"Aquan, Auran",2-Jan,"Death Burst, False Appearance, Innate Spellcasting",Monster Manual
Magma Mephit,Mephit,Small,elemental,neutral evil,11,22,"30 ft., fly 30 ft.",8,12,12,7,10,10,,Stealth,cold,,"fire, poison",,darkvision 60 ft.,"Ignan, Terran",2-Jan,"Death Burst, False Appearance, Innate Spellcasting",Monster Manual
Mud Mephit,Mephit,Small,elemental,neutral evil,11,27,"20 ft., fly 20 ft., swim 20 ft.",8,12,12,9,11,7,,Stealth,,,poison,poisoned,darkivision 60 ft.,"Aquan, Terran",4-Jan,"Death Burst, False Appearance",Monster Manual
Smoke Mephit,Mephit,Small,elemental,neutral evil,12,22,"30 ft., fly 30 ft.",6,14,12,10,10,11,,"Perception, Stealth",,,"fire, poison",poisoned,darkvision 60 ft.,"Auran, Ignan",4-Jan,"Death Burst, Innate Spellcasting",Monster Manual
Steam Mephit,Mephit,Small,elemental,neutral evil,10,21,"30 ft., fly 30 ft.",5,11,10,11,10,12,,,,,"fire, poison",poisoned,darkvision 60 ft.,"Aquan, Ignan",4-Jan,"Death Burst, Innate Spellcasting",Monster Manual
Merfolk,,Medium,humanoid,neutral,11,11,"10 ft., swim 40 ft.",10,13,12,11,11,12,,Perception,,,,,,"Aquan, Common",8-Jan,Amphibious,Monster Manual
Merrow,,Large,monstrosity,chotic evil,13,45,"10 ft., swim 40 ft.",18,10,15,8,10,9,,"Death Burst, Innate Spellcasting",,,,,darkvision 60 ft.,"Abyssal, Aquan",2,Amphibious,Monster Manual
Mimic,,Medium,monstrosity,neutral,12,58,15 ft.,17,12,15,5,13,8,,Stealth,,,acid,prone,darkvision 60 ft.,,2,"Shapechanger, Adhesive, False Appearance, Grappler",Monster Manual
Mind Flayer,,Medium,aberration,lawful evil,15,71,30 ft.,11,12,12,19,17,17,"Int, Wis, Cha","Arcana, Deception, Insight, Perception, Persuasion, Stealth",,,,,"darkvision 120, ft.","Deep Speech, Undercommon, telepathy 120",7,"Magic Resistance, Innate Spellcasting (Psionics)",Monster Manual
Mind Flayer Lich (Illithilich),,Medium,undead,ANY EVIL,17,135,30 ft.,11,16,16,20,14,16,"Con, Int, Wis","Arcana, History, Insight, Perception",,"cold, lightning, necrotic","poison, nonmagical","charmed, exhaustion, frightened, paralyzed, poisoned",truesight 120 ft.,"Common, Any, Deep Speech, Undercommon, telepathy 120",22,"Legendary Resistance, Rejuvenation, Lair, Normal Spellcasting, Turn Resistance, Magic Resistance, Innate Spellcasting (Psionics)",Volo's Guide to Monsters
Alhoon,Mind Flayer,Medium,undead,ANY EVIL,15,120,30 ft.,11,12,16,19,17,17,"Con, Int, Wis, Cha","Arcana, Deception, History, Insight, Perception, Stealth",,"cold, lightning, necrotic","poison, nonmagical","charmed, exhaustion, frightened, paralyzed, poisoned",truesight 120 ft.,"Deep Speech, Undercommon, telepathy 120",10,"Magic Resistance, Innate Spellcasting (Psionics), Normal Spellcasting, Turn Resistance",Volo's Guide to Monsters
Elder Brain,Mind Flayer,Large,aberration,lawful evil,10,210,"5 ft., swim 10 ft.",15,10,20,21,19,24,"Int, Wis, Cha","Arcana, Deception, Insight, Intimidation, Persuasion",,,,,blindsight 120 ft.,"Common, Deep SPeech, Undercommon, telepathy 5 miles",14,"Creature Sense, Innate Spellcasting (Psionics), Lair, Legendary Resistance, magic Resistance, Telepathic Hub",Volo's Guide to Monsters
Ulitharid,Mind Flayer,Large,aberration,lawful evil,15,127,30 ft.,15,12,15,21,19,21,"Int, Wis, Cha","Arcana, Insight, Perception, Stealth",,,,,darkvision 120 ft.,"Deep Speech, Undercommon, telepathy 2 miles",9,"Creature Sense, Magic Resistance, Psionic Hub, Innate SPellcasting (Psionics)",Volo's Guide to Monsters
Mindwitness,,Large,aberration,lawful evil,15,75,fly 20 ft.,10,14,14,15,15,10,"Int, Wis",Perception,,,,prone,darkvision 120 ft.,"Deep Speech, Undercommon, telepathy 600",5,Telepathic Hub,Volo's Guide to Monsters
Minotaur,,Large,monstrosity,chotic evil,14,76,40 ft.,18,11,16,6,16,9,,Perception,,,,,darkvision 60 ft.,Abyssal,3,"Charge, Labyrinthine Recall, Reckless",Monster Manual
Ape,Misc. Creature,Medium,beast,unaligned,12,19,"30 ft., climb 30 ft.",16,14,14,6,12,7,,"Athletics, Perception",,,,,,,2-Jan,,Monster Manual
Awakened Shrub,Misc. Creature,Small,plant,unaligned,9,10,20 ft.,3,8,11,10,10,6,,,fire,piercing,,,,Creator,0,False Appearance,Monster Manual
Awakened Tree,Misc. Creature,Huge,plant,unaligned,13,59,20 ft.,19,6,15,10,10,7,,,fire,"bludgeoning, piercing",,,,Creator,2,False Appearance,Monster Manual
Axe Beak,Misc. Creature,Large,beast,unaligned,11,19,50 ft.,14,12,12,2,10,5,,,,,,,,,4-Jan,,Monster Manual
Baboon,Misc. Creature,Small,beast,unaligned,12,3,"30 ft., climb 30 ft.",8,14,11,4,12,6,,,,,,,,,0,Pack Tactics,Monster Manual
Badger,Misc. Creature,Tiny,beast,unaligned,10,3,"20 ft., burrow 5 ft.",4,11,12,2,12,5,,,,,,,darkvision 30 ft.,,0,Keen Smell,Monster Manual
Bat,Misc. Creature,Tiny,beast,unaligned,12,1,"5 ft., fly 30 ft.",2,15,8,2,12,4,,,,,,,blindsight 60 ft.,,0,"Echolocation, Keen Hearing",Monster Manual
Black Bear,Misc. Creature,Medium,beast,unaligned,11,19,"40 ft., climb 30 ft.",15,10,14,2,12,7,,Perception,,,,,,,2-Jan,Keen Smell,Monster Manual
Blink Dog,Misc. Creature,Medium,fey,lawful good,13,22,40 ft.,12,17,12,10,13,11,,"Perception, Stealth",,,,,,"Own, Sylvan",4-Jan,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
Blood Hawk,Misc. Creature,Small,beast,unaligned,12,7,"10 ft., fly 60 ft.",6,14,10,3,14,5,,Perception,,,,,,,8-Jan,"Keen Sight, Pack Tactics",Monster Manual
Boar,Misc. Creature,Medium,beast,unaligned,11,11,40 ft.,13,11,12,2,9,5,,,,,,,,,4-Jan,"Charge, Relentless",Monster Manual
Brown Bear,Misc. Creature,Large,beast,unaligned,11,34,"40 ft., climb 30 ft.",19,10,16,2,13,7,,Perception,,,,,,,1,Keen Smell,Monster Manual
Camel,Misc. Creature,Large,beast,unaligned,9,15,50 ft.,16,8,14,2,8,5,,,,,,,,,8-Jan,,Monster Manual
Cat,Misc. Creature,Tiny,beast,unaligned,12,2,"40 ft., climb 30 ft.",3,15,10,3,12,7,,"Perception, Stealth",,,,,,,0,Keen Smell,Monster Manual
Constrictor Snake,Misc. Creature,large,beast,unaligned,12,13,"30 ft., swim 30 ft.",15,14,12,1,10,3,,,,,,,blindsight 10 ft.,,4-Jan,,Monster Manual
Crab,Misc. Creature,Tiny,beast,unaligned,11,2,"20 ft., swim 20 ft.",2,11,10,1,8,2,,Stealth,,,,,blindsight 30 ft.,,0,Amphibious,Monster Manual
Crocodile,Misc. Creature,Large,beast,unaligned,12,19,"20 ft., swim 30 ft.",15,10,13,2,10,5,,Stealth,,,,,,,2-Jan,Hold Breath,Monster Manual
Death Dog,Misc. Creature,Medium,monstrosity,neutral evil,12,39,40 ft.,15,14,14,3,13,6,,"Perception, Stealth",,,,,darkvision 120 ft.,,1,Two-Headed,Monster Manual
Deer,Misc. Creature,Medium,beast,unaligned,13,4,50 ft.,11,16,11,2,14,5,,,,,,,,,0,,Monster Manual
Dire Wolf,Misc. Creature,Large,beast,unaligned,14,37,50 ft.,17,15,15,3,12,7,,"Perception, Stealth",,,,,,,1,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
Draft Horse,Misc. Creature,Large,beast,unaligned,10,19,40 ft.,18,10,12,2,11,7,,,,,,,,,4-Jan,,Monster Manual
Eagle,Misc. Creature,Small,beast,unaligned,12,3,"10 ft., fly 60 ft.",6,15,10,2,14,7,,Perception,,,,,,,0,Keen Sight,Monster Manual
Elephant,Misc. Creature,Huge,beast,unaligned,12,76,40 ft.,22,9,17,3,11,6,,,,,,,,,4,Trampling Charge,Monster Manual
Elk,Misc. Creature,Large,beast,unaligned,10,13,50 ft.,16,10,12,2,10,6,,,,,,,,,4-Jan,Charge,Monster Manual
Flying Snake,Misc. Creature,Tiny,beast,unaligned,14,5,"30 ft., fly 60 ft., swim 30 ft.",4,18,11,2,12,5,,,,,,,blindsight 10 ft.,,8-Jan,Flyby,Monster Manual
Frog,Misc. Creature,Tiny,beast,unaligned,11,1,"20 ft., swim 20 ft.",1,13,8,1,8,3,,"Perception, Stealth",,,,,darkvision 30 ft.,,0,"Amphibious, Standing Leap",Monster Manual
Giant Ape,Misc. Creature,Huge,beast,unaligned,12,157,"40 ft., climb 40 ft.",23,14,18,7,12,7,,"Athletics, Perception",,,,,,,7,,Monster Manual
Giant Badger,Misc. Creature,Medium,beast,unaligned,10,13,"30 ft., burrow 10 ft.",13,10,15,2,12,5,,,,,,,darkvision 30 ft.,,4-Jan,Keen Smell,Monster Manual
Giant Bat,Misc. Creature,Large,beast,unaligned,13,22,"10 ft., fly 60 ft.",15,16,11,2,12,6,,,,,,,blindsight 60 ft.,,4-Jan,"Echolocation, Keen Hearing",Monster Manual
Giant Boar,Misc. Creature,Large,beast,unaligned,12,42,40 ft.,17,10,16,2,7,5,,,,,,,,,2,"Charge, Relentless",Monster Manual
Giant Centipede,Misc. Creature,small,beast,unaligned,13,4,30 ft.,5,14,12,1,7,3,,,,,,,blindsight 30 ft.,,4-Jan,,Monster Manual
Giant Constrictor Snake,Misc. Creature,Huge,beast,unaligned,12,60,"30 ft., swim 30 ft.",19,14,12,1,10,3,,Perception,,,,,blindsight 10 ft.,,2,,Monster Manual
Giant Crab,Misc. Creature,Medium,beast,unaligned,15,13,"30 ft., swim 30 ft.",13,15,11,1,9,3,,Stealth,,,,,blindsight 30 ft.,,8-Jan,Amphibious,Monster Manual
Giant Crocodile,Misc. Creature,Huge,beast,unaligned,14,85,"30 ft., swim 50 ft.",21,9,17,2,10,7,,Stealth,,,,,,,5,Hold Breath,Monster Manual
Giant Eagle,Misc. Creature,Large,beast,unaligned,13,26,"10 ft., fly 80 ft.",16,17,13,8,14,10,,Perception,,,,,,"Own, Common, Auran",1,Keen Sight,Monster Manual
Giant Elk,Misc. Creature,Huge,beast,unaligned,14,42,60 ft.,19,16,14,7,14,10,,Perception,,,,,,"Own, Common, Elvish, Sylvan",2,Charge,Monster Manual
Giant Fire Beetle,Misc. Creature,small,beast,unaligned,13,4,30 ft.,8,10,12,1,7,3,,,,,,,blindsight 30 ft.,,0,Illumination,Monster Manual
Giant Frog,Misc. Creature,Medium,beast,unaligned,11,18,"30 ft., swim 30 ft.",12,13,11,2,10,3,,"Perception, Stealth",,,,,darkvision 30 ft.,,4-Jan,"Amphibious, Standing Leap",Monster Manual
Giant Goat,Misc. Creature,Large,beast,unaligned,11,19,40 ft.,17,11,12,3,12,6,,,,,,,,,2-Jan,"Charge, Sure-Footed",Monster Manual
Giant Hyena,Misc. Creature,Large,beast,unaligned,12,45,50 ft.,16,14,14,2,12,7,,Perception,,,,,,,1,Rampage,Monster Manual
Giant Lizard,Misc. Creature,Large,beast,unaligned,12,19,"30 ft., climb 30 ft.",15,12,13,2,10,5,,,,,,,darkvision 30 ft.,,4-Jan,,Monster Manual
Giant Octopus,Misc. Creature,Large,beast,unaligned,11,52,"10 ft., swim 60 ft.",17,13,13,4,10,4,,"Perception, Stealth",,,,,darkvision 60 ft.,,1,"Hold Breath, Underwater Camouflage, Water Breathing",Monster Manual
Giant Owl,Misc. Creature,Large,beast,unaligned,12,19,"5 ft., fly 60 ft.",13,15,12,8,13,10,,"Perception, Stealth",,,,,darkvision 120 ft.,"Own, Common, Elvish, Sylvan",4-Jan,"FLyby, Keen Hearing, Keen Sight",Monster Manual
Giant Poisonous Snake,Misc. Creature,Medium,beast,unaligned,14,11,"30 ft., swim 30 ft.",10,18,13,2,10,3,,Perception,,,,,blindsight 10 ft.,,4-Jan,,Monster Manual
Giant Rat,Misc. Creature,Small,beast,unaligned,12,7,30 ft.,7,15,11,2,10,4,,,,,,,darkvision 60 ft.,,8-Jan,"Keen Smell, Pack Tactics",Monster Manual
Giant Scorpion,Misc. Creature,Large,beast,unaligned,15,52,40 ft.,15,13,15,1,9,3,,,,,,,blindsight 60 ft.,,3,,Monster Manual
Giant Sea Horse,Misc. Creature,Large,beast,unaligned,13,16,swim 40 ft.,12,15,11,2,12,5,,,,,,,,,2-Jan,"Charge, Water Breathing",Monster Manual
Giant Shark,Misc. Creature,Huge,beast,unaligned,13,126,swim 50 ft.,23,11,21,1,10,5,,Perception,,,,,blindsight 60 ft.,,5,"Blood Frenzy, Water Breathing",Monster Manual
Giant Spider,Misc. Creature,Large,beast,unaligned,14,26,"30 ft., climb 30 ft.",14,16,12,2,11,4,,Stealth,,,,,"blindsight 10 ft., darkvision 60 ft.",,1,"Spider Climb, Web Sense, Web Walker",Monster Manual
Giant Toad,Misc. Creature,Large,beast,unaligned,11,39,"20 ft., swim 40 ft.",15,13,13,2,10,3,,,,,,,darkvision 30 ft.,,1,"Amphibious, Standing Leap",Monster Manual
Giant Vulture,Misc. Creature,Large,beast,neutral evil,10,22,"10 ft., fly 60 ft.",15,10,15,6,12,7,,Perception,,,,,,Common,1,"Keen Sight, Keen Smell, Pack Tactics",Monster Manual
Giant Wasp,Misc. Creature,Medium,beast,unaligned,12,13,"10 ft., fly 50 ft.",10,14,10,1,10,3,,,,,,,,,2-Jan,,Monster Manual
Giant Weasel,Misc. Creature,Medium,beast,unaligned,13,9,40 ft.,11,16,10,4,12,5,,"Perception, Stealth",,,,,darkvision 60 ft.,,8-Jan,"Keen Hearing, Keen Smell",Monster Manual
Giant Wolf Spider,Misc. Creature,Medium,beast,unaligned,13,11,"40 ft., climb 40 ft.",12,16,13,3,12,4,,"Perception, Stealth",,,,,"blindsight 10 ft., darkvision 60 ft.",,4-Jan,"Spider Climb, Web Sense, Web Walker",Monster Manual
Goat,Misc. Creature,Medium,beast,unaligned,10,4,40 ft.,12,10,11,2,10,5,,,,,,,,,0,"Charge, Sure-Footed",Monster Manual
Hawk,Misc. Creature,Tiny,beast,unaligned,13,1,"10 ft., fly 60 ft.",5,16,8,2,14,6,,Perception,,,,,,,0,Keen Sight,Monster Manual
Hunter Shark,Misc. Creature,Large,beast,unaligned,12,45,swim 40 ft.,18,13,15,1,10,4,,Perception,,,,,blindsight 30 ft.,,2,"Blood Frenzy, Water Breathing",Monster Manual
Hyena,Misc. Creature,Medium,beast,unaligned,11,5,50 ft.,11,13,12,2,12,5,,Perception,,,,,,,0,Pack Tactics,Monster Manual
Jackal,Misc. Creature,Small,beast,unaligned,12,3,40 ft.,8,15,11,3,12,6,,Perception,,,,,,,0,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
Killer Whale,Misc. Creature,Huge,beast,unaligned,12,90,swim 60 ft.,19,10,13,3,12,7,,Perception,,,,,blindsight 120 ft.,,3,"Echolocation, Hold Breath, Keen Hearing",Monster Manual
Lion,Misc. Creature,Large,beast,unaligned,12,26,50 ft.,17,15,13,3,12,8,,"Perception, Stealth",,,,,,,1,"Keen Smell, Pack Tactics, Pounce, Running Leap",Monster Manual
Lizard,Misc. Creature,Tiny,beast,unaligned,10,2,"20 ft., climb 20 ft.",2,11,10,1,8,3,,,,,,,darkvision 30 ft.,,0,,Monster Manual
Mammoth,Misc. Creature,Huge,beast,unaligned,13,126,40 ft.,24,9,21,3,11,6,,,,,,,,,6,Trampling Charge,Monster Manual
Mastiff,Misc. Creature,Medium,beast,unaligned,12,5,40 ft.,13,14,12,3,12,7,,Perception,,,,,,,8-Jan,"Keen Hearing, Keen Smell",Monster Manual
Mule,Misc. Creature,Medium,beast,unaligned,10,11,40 ft.,14,10,13,2,10,5,,,,,,,,,8-Jan,"Beast of Burden, Sure-Footed",Monster Manual
Octopus,Misc. Creature,Small,beast,unaligned,12,3,"5 ft., swim 30 ft.",4,15,11,3,10,4,,"Perception, Stealth",,,,,darkvision 30 ft.,,0,"Hold Breath, Underwater Camouflage, Water Breathing",Monster Manual
Owl,Misc. Creature,Tiny,beast,unaligned,11,1,"5 ft., fly 60 ft.",3,13,8,2,12,7,,"Perception, Stealth",,,,,darkvision 120 ft.,,0,"FLyby, Keen Hearing, Keen Sight",Monster Manual
Panther,Misc. Creature,Medium,beast,unaligned,12,13,"50 ft., climb 40 ft.",14,15,10,3,14,7,,"Perception, Stealth",,,,,,,4-Jan,"Keen Smell, Pounce",Monster Manual
Phase Spider,Misc. Creature,Large,monstrosity,unaligned,13,32,"30 ft., climb 30 ft.",15,15,12,6,10,6,,Stealth,,,,,darkvision 60 ft.,,3,"Ethereal Jaunt, Spider Climb, Web Walker",Monster Manual
Poisonous Snake,Misc. Creature,Tiny,beast,unaligned,13,13,"30 ft., swim 30 ft.",2,16,11,1,10,3,,,,,,,blindsight 10 ft.,,8-Jan,,Monster Manual
Polar Bear,Misc. Creature,Large,beast,unaligned,12,42,"40 ft., swim 30 ft.",20,10,16,2,13,7,,Perception,,,,,,,2,Keen Smell,Monster Manual
Pony,Misc. Creature,Medium,beast,unaligned,10,11,40 ft.,15,10,13,2,11,7,,,,,,,,,8-Jan,,Monster Manual
Quipper,Misc. Creature,Tiny,beast,unaligned,13,1,swim 40 ft.,2,16,9,1,7,2,,,,,,,darkvision 60 ft.,,0,"Blood Frenzy, Water Breathing",Monster Manual
Rat,Misc. Creature,Tiny,beast,unaligned,10,1,20 ft.,2,11,9,2,10,4,,,,,,,darkvision 30 ft.,,0,Keen Smell,Monster Manual
Raven,Misc. Creature,Tiny,beast,unaligned,12,1,"10 ft., fly 50 ft.",2,14,8,2,12,6,,Perception,,,,,,,0,Mimicry,Monster Manual
Reef Shark,Misc. Creature,Medium,beast,unaligned,12,22,swim 40 ft.,14,13,13,1,10,4,,Perception,,,,,blindsight 30 ft.,,2-Jan,"Pack Tactics, Water Breathing",Monster Manual
Rhinoceros,Misc. Creature,Large,beast,unaligned,11,45,40 ft.,21,8,15,2,12,6,,,,,,,,,2,Charge,Monster Manual
Riding Horse,Misc. Creature,Large,beast,unaligned,10,13,60 ft.,16,10,12,2,11,7,,,,,,,,,4-Jan,,Monster Manual
Saber-Toothed Tiger,Misc. Creature,Large,beast,unaligned,12,52,40 ft.,18,14,15,3,12,8,,"Perception, Stealth",,,,,,,2,"Keen Smell, Pounce",Monster Manual
Scorpion,Misc. Creature,Tiny,beast,unaligned,11,1,10 ft.,2,11,8,1,8,2,,,,,,,,,0,,Monster Manual
Sea Horse,Misc. Creature,Tiny,beast,unaligned,11,1,swim 20 ft.,1,12,8,1,10,2,,,,,,,,,0,Water Breathing,Monster Manual
Spider,Misc. Creature,Tiny,beast,unaligned,12,1,"20 ft., climb 20 ft.",2,14,8,1,10,2,,Stealth,,,,,darkvision 30 ft.,,0,"Spider Climb, Web Sense, Web Walker",Monster Manual
Swarm of Bats,Misc. Creature,Medium,beast,unaligned,12,22,fly 30 ft.,5,15,10,2,12,4,,,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",blindsight 60 ft.,,4-Jan,"Echolocation, Keen Hearing Swarm",Monster Manual
Swarm of Insects,Misc. Creature,Medium,beast,unaligned,12,22,"20 ft., climb 20 ft.",3,13,10,1,7,1,,,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",blindsight 10 ft.,,2-Jan,Swarm,Monster Manual
Swarm of Poisonous Snakes,Misc. Creature,Medium,beast,unaligned,14,36,"30 ft., swim 30 ft.",8,18,11,1,10,3,,,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",blindsight 10 ft.,,2,Swarm,Monster Manual
Swarm of Quippers,Misc. Creature,Medium,beast,unaligned,13,28,swim 40 ft.,13,16,9,1,7,2,,,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",,,1,"Blood Frenzy, Swarm, Water Breathing",Monster Manual
Swarm of Rats,Misc. Creature,Medium,beast,unaligned,10,24,30 ft.,9,11,9,2,10,3,,,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",,,4-Jan,"Keen Smell, Swarm",Monster Manual
Swarm of Ravens,Misc. Creature,Medium,beast,unaligned,12,24,"10 ft., fly 50 ft.",6,14,8,3,12,6,,Perception,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",,,4-Jan,Swarm,Monster Manual
Tiger,Misc. Creature,Large,beast,unaligned,12,37,40 ft.,17,15,14,3,12,8,,"Perception, Stealth",,,,,darkvision 60 ft.,,1,"Keen Smell, Pounce",Monster Manual
Vulture,Misc. Creature,Medium,beast,unaligned,10,5,"10 ft., fly 50 ft.",7,10,13,2,12,4,,Perception,,,,,,,0,"Keen Sight, Keen Smell, Pack Tactics",Monster Manual
Warhorse,Misc. Creature,Large,beast,unaligned,11,19,60 ft.,18,12,13,2,12,7,,,,,,,,,2-Jan,Trampling Charge,Monster Manual
Weasel,Misc. Creature,Tiny,beast,unaligned,13,1,30 ft.,3,16,8,2,12,3,,"Perception, Stealth",,,,,,,0,"Keen Hearing, Keen Smell",Monster Manual
Winter Wolf,Misc. Creature,Large,monstrosity,neutral evil,13,75,50 ft.,18,13,14,7,12,8,,"Perception, Stealth",,,cold,,,"Common, Giant, Own",3,"Keen Hearing, Keen Smell, Pack Tactics, Snow Camouflage",Monster Manual
Wolf,Misc. Creature,Medium,beast,unaligned,13,11,40 ft.,12,15,12,3,12,6,,"Perception, Stealth",,,,,,,4-Jan,"Keen Hearing, Keen Smell, Pack Tactics",Monster Manual
Worg,Misc. Creature,Large,monstrosity,neutral evil,13,26,50 ft.,16,13,13,7,11,8,,Perception,,,,,darkvision 60 ft.,"Goblin, Own",2-Jan,"Keen Hearing, Keen Smell",Monster Manual
Duodrone,Modron,Medium,construct,lawful neutral,15,11,30 ft.,11,13,12,6,10,7,,,,,,,truesight 120 ft.,Modron,4-Jan,"Axiomatic Mind, Disintegration",Monster Manual
Monodrone,Modron,Medium,construct,lawful neutral,15,5,"30 ft., fly 30 ft.",1,13,12,4,10,5,,,,,,,truesight 120 ft.,Modron,8-Jan,"Axiomatic Mind, Disintegration",Monster Manual
Pentadrone,Modron,Large,construct,lawful neutral,16,32,40 ft.,15,14,12,10,10,13,,Perception,,,,,truesight 120 ft.,Modron,2,"Axiomatic Mind, Disintegration",Monster Manual
Quadrone,Modron,Medium,construct,lawful neutral,16,22,"30 ft., fly 30 ft.",12,14,12,10,10,11,,Perception,,,,,truesight 120 ft.,Modron,1,"Axiomatic Mind, Disintegration",Monster Manual
Tridrone,Modron,Medium,construct,lawful neutral,15,16,30 ft.,12,13,12,9,10,9,,,,,,,truesight 120 ft.,Modron,2-Jan,"Axiomatic Mind, Disintegration",Monster Manual
Mongrelfolk,,Medium,humanoid (mongrelfolk),ANY,11,26,20 ft.,12,9,15,9,10,6,,"Deception, Perception, Stealth",,,,,,Common,4-Jan,Mimicry,Curse of Strahd
Morkoth,,Medium,aberration,chotic evil,17,130,"25 ft., swim 50 ft.",14,14,14,20,15,13,"Dex, Int, Wis","Arcana, History, Perception, Stealth",,nonmagical,,,"blindsight 30 ft., darkvision 120 ft.",Telepathy 120,11,"Amphibious, Normal Spellcasting",Volo's Guide to Monsters
Mummy,,Medium,undead,lawful evil,11,58,20 ft.,16,8,15,6,10,12,Wis,,fire,nonmagical,"necrotic, poison","charmed, exhaustion, frightened, paralyzed, poisoned",darkvision 60 ft.,Any,3,,Monster Manual
